Location,Item,Sale Department,Master Sale Department,DOB,Quantity,Net Amount,Gross Amount,Item Number
317 Marketplace,"SUP Surf & Turf!","Seafood","FOOD",4/22/2018,1,11.75,11.75,544
317 Marketplace,"Superfood Wich","FAVORITES","FOOD",4/22/2018,4,26.83,31,312
317 Marketplace,"The Reuben","FAVORITES","FOOD",4/22/2018,9,56.42,69.75,271
317 Marketplace,"Turkey","KIDS","FOOD",4/22/2018,3,0,0,365
317 Marketplace,"Ultimate BLT","FAVORITES","FOOD",4/22/2018,6,38.75,46.5,248
317 Marketplace,"White Bread","MODIFIERS","FOOD",4/22/2018,3,0,0,69
317 Marketplace,"WRP Chicken Pesto!","Chicken","FOOD",4/22/2018,1,6,6,526
317 Marketplace,"WRP Chicken!","Chicken","FOOD",4/22/2018,2,12,12,524
317 Marketplace,"WRP P2-Bacon","MODIFIERS","FOOD",4/22/2018,1,1,1,51
317 Marketplace,"WRP P3-Avocado","MODIFIERS","FOOD",4/22/2018,1,1,1,52
317 Marketplace,"WRP The Avocado","VEG","FOOD",4/22/2018,1,6,6,530
317 Marketplace,"WRP Tuna Salad!","Seafood","FOOD",4/22/2018,1,6,6,543
317 Marketplace,"WRP Turkey!","Turkey","FOOD",4/22/2018,1,6,6,527
